,Unnamed: 0,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
194,259,  Apartment 143,2011,5.0,/title/tt1757742/,,4144297.0,,2012-05-04,5.0
195,260,  Paranormal Activity 3,2011,5.8,/title/tt1778304/,5000000.0,207039844.0,202039844.0,2011-10-21,10.0
196,261,  Beneath the Darkness,2011,4.5,/title/tt1781775/,7300000.0,23998.0,-7276002.0,2012-03-22,3.0
197,262,  11-11-11,2011,3.9,/title/tt1712159/,,6963872.0,,2011-11-03,11.0
198,263,  The Cabin in the Woods,2011,7.0,/title/tt1259521/,30000000.0,70038838.0,40038838.0,2012-04-13,4.0
199,264,  The Darkest Hour,2011,4.9,/title/tt1093357/,30000000.0,64626786.0,34626786.0,2011-12-25,12.0
200,265,  The Devil Inside,2012,4.2,/title/tt1560985/,1000000.0,101758490.0,100758490.0,2012-01-06,1.0
201,266,  Sand Sharks,2012,2.6,/title/tt1844770/,,,,2012-07-31,7.0
202,267,  Elevator (V),2012,5.3,/title/tt1728975/,200000.0,14221.0,-185779.0,2012-01-20,1.0
203,268,  Underworld: Awakening,2012,6.3,/title/tt1496025/,70000000.0,160112671.0,90112671.0,2012-01-20,1.0
204,269,  The Pact (II),2012,5.7,/title/tt2040560/,400000.0,5664404.0,5264404.0,2012-06-08,6.0
205,270,  Black Rock,2012,4.8,/title/tt1930294/,,175682.0,,2013-05-17,5.0
206,271,  Excision,2012,6.1,/title/tt1984153/,,2757.0,,2012-11-02,11.0
207,272,  V/H/S,2012,5.8,/title/tt2105044/,242000.0,1944287.0,1702287.0,2012-09-06,9.0
208,273,  Grabbers,2012,6.3,/title/tt1525366/,4840000.0,427335.0,-4412665.0,2012-08-10,8.0
209,274,  John Dies at the End,2012,6.3,/title/tt1783732/,,141951.0,,2012-12-27,12.0
210,275,  The Woman in Black,2012,6.4,/title/tt1596365/,17000000.0,128955898.0,111955898.0,2012-02-03,2.0
211,276,  Thale,2012,5.5,/title/tt2112287/,1200000.0,296500.0,-903500.0,2012-02-17,2.0
212,277,  Berserk: The Golden Age Arc I - The Egg of the King,2012,7.5,/title/tt2210479/,,2152610.0,,2012-04-26,4.0
213,278,  ATM (I),2012,4.7,/title/tt1603257/,3000000.0,921752.0,-2078248.0,2012-03-02,3.0
214,279,  [REC] 3: Genesis,2012,5.0,/title/tt1649444/,6400000.0,11019975.0,4619975.0,2012-03-30,3.0
